,Latitude,Longitude,Stop_Name,Routes_Available,Stop_ID,census_block,census_blockgroup,census_tract,census_index
5058,38.893149,-77.011979,LOUISIANA AVE NW + 1ST ST NW,X1,1000895,1038,1,005900,0059001
5059,38.893079,-77.042783,VIRGINIA AVE NW + 19TH ST NW,"80, 80v3, N4, S1v1",1000896,1252,1,006202,0062021
5060,38.893172,-76.975481,22ND ST NE + 21ST ST NE,"D6, D6v3",1000897,1000,1,008002,0080021
5061,38.893189,-76.97751,C ST NE + 19TH ST NE,"D6, D6v3",1000898,2000,2,008002,0080022
5062,38.893301,-76.983586,15TH ST NE + C ST NE,"B2, B2v1, B2v2",1000899,2004,2,008002,0080022
5063,38.893190999999995,-76.979613,C ST NE + 17TH PL NE,"D6, D6v3",1000900,2000,2,008002,0080022
5064,38.893231,-77.02799,12TH ST NW + CONSTITUTION AVE NW,"59, 63, 64, S2, S4",1000901,1024,1,006202,0062021
5065,38.893239,-76.943852,BENNING RD NE + 41ST ST NE,"V7, V8",1000902,1002,1,009603,0096031
5066,38.893279,-76.950639,MINNESOTA AVE NE + CLAY PL NE,"U5, U6, U7, V2, V2v1, V4",1000903,3000,3,009603,0096033
5067,38.893415999999995,-76.994881,8TH ST NE + C ST NE,"90, 90v1, 92",1000904,2004,2,008100,0081002
5068,38.893456,-76.978802,C ST NE + 18TH ST NE,"D6, D6v1, D6v2",1000907,2003,2,007901,0079012
5069,38.893456,-76.981195,C ST NE + 17TH ST NE,"D6, D6v1, D6v2",1000908,3006,3,007901,0079013
5070,38.893464,-76.983302,C ST NE + 15TH ST NE,"D6, D6v1, D6v2",1000909,3005,3,007901,0079013
5071,38.893388,-77.026116,10TH ST NW + PENNSYLVANIA AVE NW,59,1000910,1024,1,006202,0062021
5072,38.893415000000005,-77.041646,18TH ST NW + C ST NW,"11Y, 11Yv1, 7Y, 7Yv1, 80, 80v3, H1, L1, N4, S1v1",1000911,2022,2,010800,0108002
5073,38.893496,-76.944447,BENNING RD NE + 41ST ST NE,"V7, V8",1000912,1013,1,007803,0078031
5074,38.893522999999995,-76.95953,CLAY ST NE + 33RD ST NE,U4v2,1000916,1005,1,009604,0096041
5075,38.893598,-77.04003,C ST NW + 17TH ST NW,"H1, L1",1000917,2023,2,010800,0108002
5076,38.893602,-77.043148,C ST NW + 19TH ST NW,"H1, L1",1000918,2015,2,010800,0108002
5077,38.893571,-77.043796,VIRGINIA AVE NW + 19TH ST NW,X1,1000920,1045,1,006202,0062021
5078,38.893636,-76.985275,C ST NE + 14TH ST NE,"D6, D6v1, D6v2",1000922,3001,3,008001,0080013
5079,38.893636,-76.988119,C ST NE + 13TH ST NE,"D6, D6v1, D6v2",1000923,3005,3,008001,0080013
5080,38.893646999999994,-76.993574,C ST NE + 9TH ST NE,"D6, D6v1, D6v2",1000924,2002,2,008100,0081002
5081,38.893648,-76.99136700000001,C ST NE + 11TH ST NE,"D6, D6v1, D6v2",1000925,2000,2,008100,0081002
5082,38.89365,-76.99818499999999,C ST NE + 6TH ST NE,"D6, D6v1, D6v2",1000926,1014,1,008302,0083021
5083,38.89365,-76.994772,C ST NE + 8TH ST NE,"D6, D6v1, D6v2",1000927,2003,2,008100,0081002
5084,38.893623,-77.02201600000001,7TH ST NW + PENNSYLVANIA AVE NW,"70, 70v1, 74",1000928,1040,1,005800,0058001
5085,38.89378,-77.021811,7TH ST NW + PENNSYLVANIA AVE NW,"70, 74, 79",1000930,2014,2,005800,0058002
5086,38.893716,-76.99506,8TH ST NE + C ST NE,"90, 90v2, 92",1000931,1015,1,008302,0083021
5087,38.893815999999994,-76.95744499999999,34TH ST NE + CLAY ST NE,U4v2,1000932,2007,2,009604,0096042
5088,38.893741,-76.985573,14TH ST NE + C ST NE,"B2, B2v3",1000933,3002,3,008001,0080013
5089,38.893844,-77.043601,19TH ST NW + VIRGINIA AVE NW,"11Y, 11Yv2, 7Y, 80, 80v2, N4, S1",1000934,2016,2,010800,0108002
5090,38.894013,-76.94685,BENNING RD NE + 40TH ST NE,"V7, V8",1000936,2001,2,009603,0096032
5091,38.894295,-76.92720200000001,DIVISION AVE NE + CLOUD PL NE,"W4, W4v2",1000937,2010,2,007804,0078042
5092,38.894188,-76.927081,DIVISION AVE NE + CLOUD PL NE,"W4, W4v1",1000938,1013,1,007808,0078081
5093,38.894158000000004,-77.00029,C ST NE + 4TH ST NE,"D6, D6v1, D6v2, X8",1000939,2010,2,008301,0083012
5094,38.894053,-77.00087099999999,MASSACHUSETTS AVE NE + 4TH ST NE,"96, 96v1, 96v4, 96v5, D6, D6v3, X8",1000940,2000,2,008200,0082002
5095,38.894242,-77.041609,18TH ST NW + D ST NW,"11Y, 11Yv1, 7Y, 7Yv1, 80, 80v3, H1, L1, N4, S1v1",1000942,2023,2,010800,0108002
5096,38.894059000000006,-76.949878,MINNESOTA AVE NE + DIX ST NE,"A31, U5, U6, U7, V2, V4",1000943,2000,2,009603,0096032
5097,38.894073,-77.025226,PENNSYLVANIA AVE NW + 10TH ST NW,"16Cv1, 30N, 30S, 32, 33, 36, P6, P6v4",1000944,1023,1,006202,0062021
5098,38.894273,-76.911689,DIX ST NE + 62ND ST NE,"V2, V4, V4v1, X9",1000945,2008,2,007808,0078082
5099,38.894278,-76.95756800000001,34TH ST NE + CLAY PL NE,U4,1000946,2008,2,009604,0096042
5100,38.894407,-76.912097,DIX ST NE + 62ND ST NE,"V2, V4, X9",1000947,2000,2,007808,0078082
5101,38.894494,-77.02557900000001,PENNSYLVANIA AVE NW + 10TH ST NW,"16Cv1, 30N, 30S, 32, 36, P6, P6v3",1000948,1038,1,005800,0058001
5102,38.894416,-76.913893,DIX ST NE + 61ST ST NE,"V2, V4, V4v1",1000949,2006,2,007808,0078082
5103,38.895004,-76.994881,8TH ST NE + D ST NE,"90, 90v1, 92",1000950,1006,1,008100,0081001
5104,38.894523,-76.913432,DIX ST NE + 61ST ST NE,"V2, V4",1000952,2000,2,007808,0078082
5105,38.894711,-76.94958100000001,MINNESOTA AVE NE + BENNING RD NE,"U5, U6, U7, V2, V2v1, V4",1000953,3000,3,009603,0096033
5106,38.894655,-77.001913,MASSACHUSETTS AVE NE + 3RD ST NE,"96, 96v1, 96v2, 96v3, D6, D6v1, D6v2, X8",1000954,2011,2,008301,0083012
5107,38.894627,-76.99721600000001,MARYLAND AVE NE + D ST NE,X8,1000955,1013,1,008302,0083021
5108,38.894813,-77.03208599999999,14TH ST NW + D ST NW,"11Y, 11Yv1, 16E, 52, 52v2",1000956,1027,1,006202,0062021
5109,38.894608000000005,-77.009546,LOUISIANA AVE NW + D ST NW,"97, X1",1000957,1009,1,006202,0062021
5110,38.894705,-76.94840699999999,BENNING RD NE + 39TH ST NE,"V7, V8",1000959,2000,2,009603,0096032
5111,38.894736,-76.99523,D ST NE + 8TH ST NE,"D6, D6v3",1000960,1015,1,008302,0083021
5112,38.894739,-76.99279,D ST NE + 10TH ST NE,"D6, D6v3",1000961,2002,2,008100,0081002
5113,38.894732,-76.988574,D ST NE + 13TH ST NE,"D6, D6v3",1000962,3004,3,008001,0080013
5114,38.894739,-76.991739,D ST NE + 11TH ST NE,"D6, D6v3",1000963,2001,2,008100,0081002
5115,38.894742,-76.982351,D ST NE + 16TH ST NE,"D6, D6v3",1000964,3005,3,007901,0079013
5116,38.894734,-76.985672,D ST NE + 14TH ST NE,"D6, D6v3",1000965,3002,3,008001,0080013
5117,38.894736,-76.983823,D ST NE + 15TH ST NE,"D6, D6v3",1000966,3000,3,008001,0080013
5118,38.894742,-76.98100500000001,D ST NE + 17TH ST NE,"D6, D6v3",1000967,3006,3,007901,0079013
5119,38.89499,-77.00945,LOUISIANA AVE NW + D ST NW,"97, X1",1000969,1022,1,005900,0059001
5120,38.895001,-76.99504300000001,8TH ST NE + D ST NE,"90, 90v2, 92",1000973,1010,1,008302,0083021
5121,38.894940000000005,-76.98557,14TH ST NE + D ST NE,"B2, B2v3",1000974,2008,2,008001,0080012
5122,38.894928,-77.043582,19TH ST NW + E ST NW,"11Y, 11Yv2, 7Y, 80, 80v2, N4, S1",1000975,2016,2,010800,0108002
5123,38.894946999999995,-77.046287,VIRGINIA AVE NW + 21ST ST NW,"39, 80, 80v3, N4, S1v1, X1",1000977,1045,1,006202,0062021
5124,38.895192,-76.9953,MARYLAND AVE NE + 8TH ST NE,X8,1000978,1010,1,008302,0083021
5125,38.895235,-77.041606,18TH ST NW + E ST NW,"11Y, 11Yv1, 7Y, 7Yv1, 80, 80v3, H1, L1, N4, S1v1",1000979,2014,2,010800,0108002
5126,38.895232,-77.00377399999999,MASSACHUSETTS AVE NE + 2ND ST NE,"96, 96v1, 96v4, 96v5, D6, D6v3, X8",1000980,1002,1,006202,0062021
5127,38.895359,-77.028692,PENNSYLVANIA AVE NW + 12TH ST NW,"30N, 30S, 32, 33, 36, 37, 39, A9",1000981,1043,1,005800,0058001
5128,38.895371000000004,-77.046458,VIRGINIA AVE NW + 21ST ST NW,"80, 80v2, N4, S1, X1",1000983,2020,2,010800,0108002
5129,38.89546,-76.92813699999999,FITCH PL NE + 51ST ST NE,"U5, U6, U6v2",1000984,2009,2,007804,0078042
5130,38.895606,-76.994805,MARYLAND AVE NE + 8TH ST NE,X8,1000986,2009,2,008402,0084022
5131,38.895623,-76.948667,MINNESOTA AVE NE + BENNING RD NE,"A31, U4v2, X1, X2, X2v1, X2v2, X3, X3v1, X9, X9v1",1000987,1013,1,007803,0078031
5132,38.895634,-76.948877,MINNESOTA AVE NE + BENNING RD NE,"U4, X1, X2, X3, X9, X9v2",1000988,1014,1,007803,0078031
5133,38.895934999999994,-76.95744300000001,34TH ST NE + EADS ST NE,U4v2,1000989,2003,2,009604,0096042
5134,38.895815,-77.007013,COLUMBUS CIR NE + DELAWARE AVE NE,"96, 96v1, 96v4, 96v5, D6, D6v3, X8",1000990,1006,1,006202,0062021
5135,38.895972,-77.031816,14TH ST NW + PENNSYLVANIA AVE NW,"11Y, 11Yv2, 16E, 52, 52v1",1000992,1253,1,006202,0062021
5136,38.895643,-77.031672,PENNSYLVANIA AVE NW + 14TH ST NW,"30N, 30S, 32, 33, 36",1000993,1253,1,006202,0062021
5137,38.895936,-76.994861,8TH ST NE + E ST NE,"90, 90v1, 92",1000994,2009,2,008402,0084022
5138,38.895984000000006,-77.02181800000001,7TH ST NW + E ST NW,"70, 74",1000995,2010,2,005800,0058002
5139,38.896104,-76.92975600000001,50TH ST NE + FITCH PL NE,"U5, U6",1000996,2009,2,007804,0078042
5140,38.896052000000005,-77.023212,E ST NW + 8TH ST NW,"D6, D6v3",1000997,1027,1,005800,0058001
5141,38.896048,-77.011641,E ST NW + NEW JERSEY AVE NW,"D6, D6v3",1000999,1021,1,005900,0059001
5142,38.896045,-77.013322,E ST NW + 2ND ST NW,"D6, D6v3",1001000,1017,1,005900,0059001
5143,38.896056,-77.016402,E ST NW + 4TH ST NW,"D6, D6v3",1001001,1027,1,005900,0059001
5144,38.896048,-77.020149,E ST NW + 6TH ST NW,"D6, D6v3",1001002,2010,2,005800,0058002
5145,38.896048,-77.021501,E ST NW + 7TH ST NW,"D6, D6v3",1001003,2010,2,005800,0058002
5146,38.896054,-77.02627,E ST NW + 10TH ST NW,"16Cv1, D6, D6v3",1001004,1029,1,005800,0058001
5147,38.896218,-76.926324,DIVISION AVE NE + FITCH PL NE,"W4, W4v1",1001006,1001,1,007808,0078081
5148,38.896217,-77.015968,E ST NW + 4TH ST NW,"D6, D6v1, D6v2",1001007,1025,1,005900,0059001
5149,38.89622,-77.011196,E ST NW + NEW JERSEY AVE NW,"D6, D6v1, D6v2",1001008,1024,1,005900,0059001
5150,38.896217,-77.012698,E ST NW + 1ST ST NW,"D6, D6v1, D6v2",1001009,1018,1,005900,0059001
5151,38.896223,-77.021728,E ST NW + 7TH ST NW,"D6, D6v1, D6v2",1001011,2009,2,005800,0058002
5152,38.896249,-76.956598,BENNING RD NE + 34TH ST NE,"U4v2, X1, X2, X2v1, X2v2, X3, X3v1",1001013,2003,2,009604,0096042
5153,38.896225,-77.02380500000001,E ST NW + 9TH ST NW,"D6, D6v1, D6v2",1001014,1024,1,005800,0058001
5154,38.89628,-77.050253,23RD ST NW + E ST NW,"H1, L1",1001015,3005,3,005600,0056003
5155,38.896225,-76.957576,34TH ST NE + BENNING RD NE,U4,1001016,2004,2,009604,0096042
5156,38.89638,-77.032085,14TH ST NW + PENNSYLVANIA AVE NW,"16E, 52, 52v2",1001017,1036,1,005800,0058001
5157,38.896388,-77.02718,11TH ST NW + E ST NW,"63, 64, P6, S2, S4",1001018,1033,1,005800,0058001
5158,38.896341,-77.022019,7TH ST NW + E ST NW,"70, 70v1, 74",1001019,1025,1,005800,0058001
5159,38.896251,-76.995047,8TH ST NE + E ST NE,"90, 90v2, 92",1001020,1006,1,008302,0083021
5160,38.896505,-77.048632,VIRGINIA AVE NW + 22ND ST NW,"80, 80v2, N4, S1, X1",1001021,3004,3,010800,0108003
5161,38.896544,-77.008957,N CAPITOL ST NW + E ST NE,"D6, D6v3, X1",1001022,1008,1,006202,0062021
5162,38.896487,-76.958061,BENNING RD NE + 34TH ST NE,"X1, X2, X2v1, X2v2, X3, X3v1",1001023,2004,2,009604,0096042
5163,38.896629,-76.957217,BENNING RD NE + 34TH ST NE,"X1, X2, X3",1001024,1022,1,009602,0096021
5164,38.896737,-77.049978,23RD ST NW + VIRGINIA AVE NW,"H1, L1",1001025,3006,3,010800,0108003
5165,38.89667,-76.99167800000001,MARYLAND AVE NE + 11TH ST NE,X8,1001026,1001,1,008100,0081001
5166,38.896788,-76.926339,DIVISION AVE NE + FITCH PL NE,"W4, W4v2",1001028,2000,2,007804,0078042
5167,38.896884,-76.983584,15TH ST NE + F ST NE,"B2, B2v1, B2v2",1001030,4002,4,007901,0079014
5168,38.896822,-76.960486,BENNING RD NE + ANACOSTIA AVE NE,"X1, X2, X2v1, X2v2, X3, X3v1",1001032,1000,1,009604,0096041
5169,38.896903,-77.00805,MASSACHUSETTS AVE NE + COLUMBUS CIR NE,"96, 96v1, 96v4, 96v5, 97, D6, D6v3, D8, D8v1, X8",1001033,1008,1,006202,0062021
5170,38.897027,-76.959974,BENNING RD NE + ANACOSTIA AVE NE,"X1, X2, X3",1001034,2008,2,009602,0096022
5171,38.897191,-77.031819,14TH ST NW + F ST NW,"11Y, 11Yv2, 16E, 52, 52v1",1001037,1035,1,005800,0058001
5172,38.897225,-77.04162099999999,18TH ST NW + F ST NW,"11Y, 11Yv1, 16Y, 16Yv1, 3Y, 7Y, 7Yv1, 80, 80v3, N4, S1v1",1001040,2012,2,010800,0108002
5173,38.897258,-77.02736800000001,F ST NW + 11TH ST NW,16Cv1,1001041,1033,1,005800,0058001
5174,38.897264,-77.029084,F ST NW + 13TH ST NW,"54, 54v1, 59",1001042,1034,1,005800,0058001
5175,38.897296999999995,-77.049094,F ST NW + 22ND ST NW,"31, 32, 36, 80, 80v3",1001044,3005,3,010800,0108003
5176,38.89727,-77.031101,F ST NW + 14TH ST NW,"54, 54v1",1001046,1035,1,005800,0058001
5177,38.8973,-77.04684,F ST NW + 21ST ST NW,"31, 32, 36, 80, 80v3",1001047,3004,3,010800,0108003
5178,38.897453000000006,-77.030654,F ST NW + 14TH ST NW,54,1001048,1020,1,005800,0058001
5179,38.897455,-77.029318,F ST NW + 13TH ST NW,"54, 59",1001049,1019,1,005800,0058001
5180,38.897663,-77.032085,14TH ST NW + F ST NW,"16E, 52, 52v2",1001052,1021,1,005800,0058001
5181,38.897548,-76.947357,MINNESOTA AVE STATION + BUS BAY G,"U4, U4v2",1001053,1004,1,007803,0078031
5182,38.897551,-77.029758,13TH ST NW + F ST NW,"D6, D6v3",1001054,1020,1,005800,0058001
5183,38.897539,-77.024051,9TH ST NW + F ST NW,42,1001055,1017,1,005800,0058001
5184,38.897532,-77.043548,19TH ST NW + F ST NW,"11Y, 11Yv2, 16Y, 3Y, 7Y, 80, 80v2, N4, S1",1001056,2005,2,010800,0108002
5185,38.897511,-76.995052,8TH ST NE + F ST NE,"90, 90v2, 92",1001058,1003,1,008302,0083021
5186,38.897644,-76.969988,BENNING RD NE + 26TH ST NE,"X1, X2, X2v1, X2v2, X3, X3v1",1001059,1000,1,007903,0079031
5187,38.89767,-77.0272,11TH ST NW + F ST NW,"54, 54v1, 63, 64, P6, S2, S4",1001061,1032,1,005800,0058001
5188,38.897753,-76.925812,DIVISION AVE NE + NANNIE HELEN BURROUGHS AVE NE,"W4, W4v1",1001062,2007,2,007807,0078072
5189,38.897973,-76.97020400000001,BENNING RD NE + 26TH ST NE,"X1, X2, X3",1001064,3052,3,011100,0111003
5190,38.897815,-77.009247,N CAPITOL ST NW + MASSACHUSETTS AVE NW,"80, 80v1, 80v2, 80v3, X1",1001065,1023,1,004702,0047021
5191,38.897968,-76.98850300000001,MARYLAND AVE NE + 13TH ST NE,X8,1001066,1006,1,008001,0080011
5192,38.897525,-76.98358,15TH ST NE + TENNESSEE AVE NE,"B2, B2v1, B2v2",1001067,4002,4,007901,0079014
5193,38.898146999999994,-77.02690600000001,11TH ST NW + G ST NW,"42, 63, 64, P6, S2, S4",1001068,1031,1,005800,0058001
5194,38.898112,-77.041585,18TH ST NW + G ST NW,"11Y, 11Yv1, 16Y, 16Yv1, 3Y, 7Y, 7Yv1, 80, 80v3, N4, S1v1",1001069,2003,2,010800,0108002
5195,38.898263,-77.008951,N CAPITOL ST NE + MASSACHUSETTS AVE NE,"80, 80v1, 80v2, 80v3, D8, X1",1001070,2040,2,010600,0106002
5196,38.898277,-76.947154,MINNESOTA AVE STATION + BUS BAY C,"A31, U5, U6",1001071,1004,1,007803,0078031
5197,38.898162,-77.029484,13TH ST NW + G ST NW,"A9, D6, D6v1, D6v2",1001073,1019,1,005800,0058001
5198,38.898309000000005,-76.98818,MARYLAND AVE NE + 13TH ST NE,X8,1001075,1009,1,008402,0084021
5199,38.898513,-77.03209100000001,14TH ST NW + G ST NW,"16E, 52, 52v2",1001076,1022,1,005800,0058001
5200,38.898424,-76.974437,BENNING RD NE + 21ST ST NE,"X1, X2, X2v2, X3, X3v1",1001077,1004,1,007903,0079031
5201,38.898545,-76.925679,DIVISION AVE NE + NANNIE HELEN BURROUGHS AVE NE,"W4, W4v2",1001078,1000,1,007804,0078041
5202,38.898468,-77.011257,MASSACHUSETTS AVE NW + G ST NW,"80, 80v1, 80v2, 80v3, 96, 96v1, 96v2, 96v3",1001079,1023,1,004702,0047021
5203,38.898545,-77.043549,19TH ST NW + G ST NW,"11Y, 11Yv2, 16Y, 3Y, 7Y, 80, 80v2, N4, S1",1001080,2006,2,010800,0108002
5204,38.89861,-76.973961,BENNING RD NE + 21ST ST NE,"S41, X1, X2, X2v3, X3",1001081,1004,1,008904,0089041
5205,38.898175,-77.05001700000001,23RD ST NW + G ST NW,"31, 32, 36, H1, L1, X1",1001082,3002,3,010800,0108003
5206,38.898488,-77.050246,23RD ST NW + G ST NW,"31, 32, 36, 80, 80v3, H1, L1, X1",1001083,2018,2,005600,0056002
5207,38.966722999999995,-76.749584,TULIP GROVE DR + FOXHILL LN,B24,3001896,1001,1,800513,8005131
5208,38.966744,-76.872113,85TH PL + POWHATAN ST,"T14, T14v1",3001897,4013,4,803605,8036054
5209,38.966873,-76.749251,TULIP GROVE DR + FOXHILL LN,"B24, B24v1",3001898,2018,2,800513,8005132
5210,38.966833,-76.974976,AGER RD + ROANOKE ST,F6,3001899,1017,1,805101,8051011
5211,38.966978000000005,-76.872107,85TH PL + POWHATAN ST,T14,3001900,4014,4,803605,8036054
5212,38.966802,-76.938878,BALTIMORE AVE + TUCKERMAN ST,"83, 83v4, 86",3001901,3014,3,806400,8064003
5213,38.966851,-76.746557,TULIP GROVE DR + TARRAGON LN,B24,3001902,1000,1,800513,8005131
5214,38.966966,-76.746558,TULIP GROVE DR + TARRAGON LN,"B24, B24v1",3001904,2020,2,800513,8005132
5215,38.967068,-76.744056,BELAIR DR + TULIP GROVE DR,"B24, B24v1",3001905,2022,2,800513,8005132
5216,38.967365,-76.895454,AUBURN AVE + 2ND ST,"F6, F6v2, T14, T14v1",3001907,2034,2,803605,8036052
5217,38.967475,-76.743916,BELAIR DR + SKYLARK LN,B24,3001908,1026,1,800504,8005041
5218,38.968033,-76.962228,TOLEDO TER + EAST-WEST HWY,"C4, C4v2, C4v3",3001909,2001,2,805909,8059092
5219,38.96745,-76.919675,RIVER RD + KENILWORTH AVE,"F6, F6v1, R12, R12v1",3001910,2094,2,807102,8071022
5220,38.967571,-76.918938,RIVER RD + KENILWORTH AVE,"F6, F6v2, R12, R12v1",3001911,2049,2,807102,8071022
5221,38.967655,-76.917835,KENILWORTH AVE + TENNYSON ST,"F6, F6v1",3001912,3005,3,806602,8066023
5222,38.96778,-76.72965400000001,BUCKINGHAM DR + BARRISTER LN,B22,3001913,3009,3,800504,8005043
5223,38.967723,-76.854875,LANHAM SEVERN RD + MAIN ST,B27,3001914,4013,4,803606,8036064
5224,38.967797999999995,-76.895433,AUBURN AVE + 2ND ST,"F6, F6v1, T14",3001915,3003,3,803605,8036053
5225,38.967756,-76.729838,BUCKINGHAM DR + BARRISTER LN,"B22, B22v1",3001916,3012,3,800504,8005043
5226,38.967849,-76.918002,KENILWORTH AVE + TENNYSON ST,"F6, F6v2",3001917,2049,2,807102,8071022
5227,38.968022,-76.75460600000001,COLLINGTON RD + LONG RIDGE LN,"B21, B24, B24v1, C29*4",3001918,4006,4,800513,8005134
5228,38.968322,-76.961979,TOLEDO TER + EAST-WEST HWY,C4,3001919,2014,2,805908,8059082
5229,38.968471,-77.00023,NEW HAMPSHIRE AVE + SHERIDAN ST,K6,3001921,2007,2,805201,8052012
5230,38.968384,-76.753344,TULIP GROVE DR + FOLSOM LN,B24,3001922,1003,1,800513,8005131
5231,38.96844,-76.984,SARGENT RD + ANNA CT,"F6, F6v1",3001923,2002,2,805000,8050002
5232,38.968587,-76.858746,CIPRIANO RD + 7TH ST,"G14, G14v2",3001924,4020,4,803606,8036064
5233,38.968593,-77.000551,NEW HAMPSHIRE AVE + SHERIDAN ST,"K6, K6v1",3001925,2023,2,701704,7017042
5234,38.968818,-76.894817,AUBURN AVE + 3RD ST,"F6, F6v2, T14, T14v1",3001926,2034,2,803605,8036052
5235,38.968941,-76.983903,SARGENT RD + RIGGS RD,F6,3001928,1003,1,805000,8050001
5236,38.96897,-76.858987,CIPRIANO RD + SPRING AVE,"G14, G14v1, G14v2",3001929,2010,2,803606,8036062
5237,38.969037,-76.74423900000001,BELAIR DR + STARLIGHT LN,B24,3001930,1022,1,800504,8005041
5238,38.968927,-76.74437900000001,BELAIR DR + STARLIGHT LN,"B24, B24v1",3001931,2022,2,800513,8005132
5239,38.969099,-76.73153,BUCKINGHAM DR + BRADFORD LN,B22,3001932,3006,3,800504,8005043
5240,38.968958,-76.731572,BUCKINGHAM DR + BRIERDALE LN,"B22, B22v1",3001934,3005,3,800504,8005043
5241,38.969152,-76.89484300000001,AUBURN AVE + 3RD ST,"F6, F6v1, T14",3001936,3004,3,803605,8036053
5242,38.969285,-76.917225,KENILWORTH AVE + SARVIS AVE,"F6, F6v2",3001938,2046,2,807102,8071022
5243,38.969465,-76.974017,EAST-WEST HWY + 23RD AVE,"C4, C4v2, C4v3, F4, R2, R2v1",3001939,2002,2,805802,8058022
5244,38.969621999999994,-76.872059,85TH PL + FREMONT ST,T14,3001940,4014,4,803605,8036054
5245,38.969771,-76.92653100000001,RIVER RD + RIVERTECH CT,"F6, F6v2, R12, R12v1",3001943,2028,2,807102,8071022
5246,38.969881,-76.865461,PRINCESS GARDEN PKY + HICKORY HILL AVE,G12,3001944,2010,2,803606,8036062
5247,38.969761,-76.972817,23RD AVE + SHERIDAN ST,"R2, R2v1",3001945,2016,2,805802,8058022
5248,38.969864,-76.880127,CARROLLTON PKY + LAMONT DR,T14,3001946,1016,1,803605,8036051
5249,38.969805,-76.953136,TOLEDO RD + BELCREST RD,F8,3001947,2010,2,805908,8059082
5250,38.969951,-76.953261,TOLEDO RD + BELCREST RD,F8,3001948,2002,2,805908,8059082
5251,38.969958,-76.916415,KENILWORTH AVE + SARVIS AVE,"F6, F6v1",3001949,3003,3,806602,8066023
5252,38.969957,-76.94994200000001,TOLEDO RD + DEMOCRACY AVE,F8,3001950,2010,2,805908,8059082
5253,38.969916,-76.88046,LAMONT DR + CARROLLTON PKY,"T14, T14v1",3001951,2007,2,803605,8036052
5254,38.970019,-76.927178,RIVER RD + RIVERTECH CT,"F6, F6v1, R12, R12v1",3001953,2053,2,807102,8071022
5255,38.97003,-76.960988,TOLEDO TER + TOLEDO PL,"C4, C4v2, C4v3",3001954,2001,2,805909,8059092
5256,38.9701,-76.960661,TOLEDO TER + TOLEDO PL,C4,3001956,2006,2,805908,8059082
5257,38.970137,-76.98154699999999,RIGGS RD + DAYTON RD,"F6, R1, R2",3001958,1001,1,805000,8050001
5258,38.970216,-76.850625,LANHAM SEVERN RD + 93RD PL,B27,3001959,1032,1,803606,8036061
5259,38.970163,-76.87749000000001,CARROLLTON PKY + QUENTIN ST,"T14, T14v1",3001960,1014,1,803605,8036051
5260,38.970165,-76.865695,PRINCESS GARDEN PKY + HICKORY HILL AVE,"G12, G12v2",3001961,3006,3,803606,8036063
5261,38.97025,-76.877528,CARROLLTON PKY + QUENTIN ST,T14,3001962,1013,1,803605,8036051
5262,38.970354,-76.981706,RIGGS RD + DAYTON RD,"F6, F6v1, R1, R2, R2v1",3001964,1018,1,805202,8052021
5263,38.970385,-76.977311,EAST-WEST HWY + AGER RD,"C4, C4v2, C4v3, F4, R2, R2v1",3001965,2002,2,805802,8058022
5264,38.97032,-76.85071500000001,LANHAM SEVERN RD + 93RD PL,B27,3001966,1023,1,803606,8036061
5265,38.970543,-76.95367900000001,BELCREST RD + TOLEDO RD,"F6, F6v1",3001968,2002,2,805908,8059082
5266,38.970669,-76.998615,NEW HAMPSHIRE AVE + RAY RD,K6,3001971,2001,2,805201,8052012
5267,38.970863,-76.732897,STONYBROOK DR + SHETLAND LN,B22,3001973,3000,3,800504,8005043
5268,38.970856,-76.733051,STONYBROOK DR + SHETLAND LN,"B22, B22v1",3001974,1009,1,800504,8005041
5269,38.97096,-76.858797,CIPRIANO RD + HICKORY HILL AVE,"G14, G14v1, G14v2",3001975,4010,4,803606,8036064
5270,38.971275,-76.954993,TOLEDO TER + BELCREST RD,"C4, C4v2, C4v3",3001979,1001,1,805908,8059081
5271,38.971312,-76.998527,NEW HAMPSHIRE AVE + POPLAR AVE,"K6, K6v1, K9, K9v1",3001980,2006,2,701704,7017042
5272,38.971246,-76.95724,TOLEDO TER + THE SEVILLE,"C4, R4",3001982,2004,2,805908,8059082
5273,38.971345,-76.97849000000001,EAST-WEST HWY + 19TH PL,"C4, C4v2, C4v3, F4",3001984,2002,2,805802,8058022
5274,38.97139,-76.915975,KENILWORTH AVE + Paint Branch Pkwy,"F6, F6v2",3001985,2047,2,807102,8071022
5275,38.971488,-76.893836,AUBURN AVE + CHESTNUT AVE,"F6, F6v1, T14",3001987,3004,3,803605,8036053
5276,38.971666,-76.979738,RIGGS RD + EAST-WEST HWY,"F6, R1, R2",3001991,1001,1,805101,8051011
5277,38.971582,-76.744861,BELAIR DR + TRINITY DR,"B24, B24v1",3001992,2003,2,800513,8005132
5278,38.971882,-76.755499,LAUREL BOWIE RD + ANNAPOLIS RD,"B21, C29*4",3001993,2029,2,800402,8004022
5279,38.971829,-76.880775,LAMONT DR + QUENTIN ST,T14,3001994,1016,1,803605,8036051
5280,38.971748,-76.847594,LANHAM SEVERN RD + 94TH AVE,B27,3001995,1026,1,803606,8036061
5281,38.971829,-76.912143,GOOD LUCK RD + KENILWORTH AVE,"F6, F6v1",3001996,1011,1,806602,8066021
